"","x"
"117","Enpp4"
"118","Mier3"
"119","Ifitm6"
"120","Phf11"
"121","Ifi44"
"122","Spsb1"
"123","Carhsp1"
"124","Cutc"
"125","Ifi47"
"126","Il18bp"
"127","Kat2b"
"128","Ptpn1"
"129","Fpr1"
"130","Cycs"
"131","Sos1"
"132","Cxcl9"
"133","Gypc"
"134","Angpt1"
"135","Dgat2"
"136","Hap1"
"137","Gm4117"
"138","Gbp3"
"139","Nfil3"
"140","Ms4a6c"
"141","Homer1"
"142","Casp12"
"143","Itpr1"
"144","Tlk2"
"145","Sell"
"146","Ppp1r11"
"147","Isg15"
"148","Lhx2"
"149","Cd200r4"
"150","Gstt4"
"151","Gcnt2"
"152","A730011C13Rik"
"153","Tnip3"
"154","Dll1"
"155","Treml2"
"156","Fcgr3"
"157","Cxcl10"
"158","Tmem171"
"159","Rab29"
"160","Ccnd2"
"161","Gpr35"
"162","Crebrf"
"163","Marchf5"
"164","Pcgf5"
"165","Dbnl"
"166","Asb13"
"167","Chdh"
"168","Nupr1"
"169","Nsmaf"
"170","Ifitm1"
"171","Kif5c"
"172","Sipa1l1"
"173","Nod1"
"174","Pttg1"
"175","Slc28a2"
"176","Mllt3"
"177","Ndst2"
"178","Phf11b"
"179","Prpf38a"
"180","Dusp1"
"181","Nmi"
"182","Olfr56"
"183","Gnb4"
"184","Gm19816"
"185","Cd52"
"186","Adora3"
"187","9930111J21Rik1"
"188","Rbm43"
"189","Pou3f1"
"190","Mx1"
"191","A530032D15Rik"
"192","Tlr3"
"193","Fcgr2b"
"194","Aida"
"195","Pi4k2a"
"196","Zeb1"
"197","Pla2g4a"
"198","Ccl2"
"199","Zrsr1"
"200","Igtp"
"201","Gm5431"
"202","Atp10a"
"203","Irf7"
"204","Gbp9"
"205","E130102H24Rik"
"206","Il15"
"207","Trp53i11"
"208","Cd274"
"209","Dgka"
"210","Gm15987"
"211","Cd86"
"212","Cnn3"
"213","Hspa1a"
"214","Mgat1"
"215","Misp"
"216","Marchf1"
"217","Idnk"
"218","Chst15"
"219","Themis2"
"220","Zbp1"
"221","Jak2"
"222","Il18"
"223","Ms4a6b"
"224","Plekhg1"
"225","Rnd1"
"226","Fcrlb"
"227","Rilpl1"
"228","Tiparp"
"229","Tmc3"
"230","Spred1"
"231","Snx2"
"232","Ifitm2"
"233","Dennd6b"
"234","Rnf139"
"235","Tarm1"
"236","Isoc1"
"237","D16Ertd472e"
"238","Bfar"
"239","Ms4a6d"
"240","Bambi-ps1"
"241","Magohb"
"242","Fpr2"
"243","Ifi35"
"244","AI837181"
"245","Sectm1a"
"246","Sp140"
"247","Parp11"
"248","Gm15753"
"249","Mlkl"
"250","Ciao2b"
"251","Nectin2"
"252","Cenpj"
"253","Sertad3"
"254","Anks1"
"255","Lck"
"256","Serpinb2"
"257","Tspo"
"258","Herc6"
"259","Adap2"
"260","Macir"
"261","Rhoq"
"262","Psmb8"
"263","Inhba"
"264","Il27"
"265","Tcf4"
"266","Otud1"
"267","Ncoa7"
"268","Lyrm1"
"269","Smim3"
"270","Ifih1"
"271","Xkr8"
"272","Aif1"
"273","Usp25"
"274","Gm12250"
"275","Etnk1"
"276","Sag"
"277","Phospho2"
"278","Nt5c3"
"279","Nr3c1"
"280","A630012P03Rik"
"281","Mx2"
"282","Ddx60"
"283","Mocs2"
"284","Ifitm3"
"285","Klf6"
"286","Abcb1a"
"287","Psmb10"
"288","Usp12"
"289","Kcnab1"
"290","F10"
"291","Trim12a"
"292","Samhd1"
"293","Pnp"
"294","Heatr9"
"295","Phf11d"
"296","H2aw"
"297","Snw1"
"298","Tax1bp1"
"299","Fcer1g"
"300","Phip"
"301","Ctsc"
"302","Larp1"
"303","N4bp1"
"304","Hivep2"
"305","Eif2ak2"
"306","4933412E12Rik"
"307","Mitd1"
"308","Stat3"
"309","Mmp14"
"310","Slco3a1"
"311","Rars"
"312","Sumo1"
"313","Hsh2d"
"314","Ilrun"
"315","Aftph"
"316","Bst2"
"317","Whamm"
"318","Plekha4"
"319","Picalm"
"320","5430405H02Rik"
"321","Tent5a"
"322","Csf3r"
"323","Stard7"
"324","Yju2"
"325","Mdfic"
"326","Zup1"
"327","Ikzf1"
"328","Cert1"
"329","Rab43"
"330","4930453N24Rik"
"331","Psmb9"
"332","Aim2"
"333","Rin2"
"334","Pde7b"
"335","Parp12"
"336","Ubb"
"337","Nectin4"
"338","Fgl2"
"339","Creg2"
"340","Nudt17"
"341","Sema4c"
"342","Prnp"
"343","Parp8"
"344","Ms4a4b"
"345","Atrnl1"
"346","Epha1"
"347","Slc25a22"
"348","Gda"
"349","Sco1"
"350","Mfsd9"
"351","Snx10"
"352","Pml"
"353","Sap30"
"354","Tle4"
"355","Psme2"
"356","Ythdf1"
"357","Ext1"
"358","Bcl2a1a"
"359","Vps54"
"360","Trim21"
"361","Mndal"
"362","Plpp1"
"363","Tpst1"
"364","Crybg1"
"365","Mgst1"
"366","Ly96"
"367","H2-Q4"
"368","Cdk2ap2"
"369","Sgcb"
"370","Naaa"
"371","Irf2"
"372","Gpsm2"
"373","Ifi204"
"374","Cemip2"
"375","Hook2"
"376","Mthfr"
"377","Ifi211"
"378","A530040E14Rik"
"379","Mov10"
"380","A930015D03Rik"
"381","Rgl1"
"382","Wfdc18"
"383","Serpine1"
"384","Mafk"
"385","Ankrd17"
"386","Ppm1k"
"387","Psmd7"
"388","Keap1"
"389","Prdx5"
"390","B430306N03Rik"
"391","Serpinb1b"
"392","Gbp11"
"393","Zyx"
"394","Ovol1"
"395","Gca"
"396","Tmem192"
"397","Zfp821"
"398","Epsti1"
"399","Gsr"
"400","Agpat2"
"401","Ccdc25"
"402","Slc12a9"
"403","Tmcc3"
"404","Cd164"
"405","Irgm2"
"406","Prelid2"
"407","Cacybp"
"408","Noxred1"
"409","Psma6"
"410","Ccnj"
"411","Mill2"
"412","Inpp4a"
"413","Bco2"
"414","Tefm"
"415","Cebpb"
"416","Casp8"
"417","Gm6377"
"418","Arid4a"
"419","Map2k4"
"420","Atxn7l1"
"421","Spen"
"422","Lst1"
"423","Chmp4b"
"424","Ifi203-ps"
"425","Inpp5b"
"426","Cd2ap"
"427","Ppm1h"
"428","Cryzl1"
"429","Hdc"
"430","Spta1"
"431","Gm21370"
"432","Ist1"
"433","Fndc3a"
"434","Klf3"
"435","Il6"
"436","Nfxl1"
"437","Psma4"
"438","Inpp5k"
"439","Gm20559"
"440","Gtpbp2"
"441","Znrf1"
"442","Slamf6"
"443","Fbxl5"
"444","Nsd3"
"445","Sp110"
"446","Ubl7"
"447","Cysltr2"
"448","Tmem50b"
"449","Rab8b"
"450","Itprid2"
"451","Rtn1"
"452","Zfp51"
"453","Mycbp2"
"454","Snn"
"455","Casp1"
"456","Nlrc5"
"457","Rmdn3"
"458","D730005E14Rik"
"459","Xbp1"
"460","Tmem229b"
"461","4833419F23Rik"
"462","Bcl2a1c"
"463","Apobec3"
"464","Oaf"
"465","Ass1"
"466","Ube2l6"
"467","Cebpd"
"468","Ifi203"
"469","Xaf1"
"470","Abca1"
"471","Plod2"
"472","Taf13"
"473","Ggct"
"474","Zfand5"
"475","Il1rap"
"476","Lrrc4"
"477","Procr"
"478","Ap3m2"
"479","Trim30d"
"480","Zfp558"
"481","Elf4"
"482","Esd"
"483","Dnajc13"
"484","Pgam2"
"485","Marf1"
"486","4632415L05Rik"
"487","Adprm"
"488","Mob3c"
"489","H2-T22"
"490","Ranbp2"
"491","Pnpt1"
"492","Urgcp"
"493","Lgals9"
"494","Samd9l"
"495","Zfp800"
"496","Stard5"
"497","Rab5a"
"498","Rala"
"499","Rnf115"
"500","Arel1"
"501","Rnf149"
"502","Nat2"
"503","G3bp2"
"504","Serp1"
"505","Amn1"
"506","Gvin2"
"507","Kcnh4"
"508","Pik3ip1"
"509","Cdhr4"
"510","Tnks"
"511","H2bc4"
"512","Ankrd66"
"513","Cnp"
"514","Dgkh"
"515","Sik3"
"516","Tap2"
"517","Tlcd2"
"518","Txndc9"
"519","Psma5"
"520","Tent4a"
"521","Tifa"
"522","Med13l"
"523","Dedd"
"524","Hspa1b"
"525","Cysltr1"
"526","Shisa3"
"527","Ift22"
"528","Apool"
"529","Dnaja1"
"530","Ifi27l2a"
"531","Fbrsl1"
"532","Plekha2"
"533","Tmem230"
"534","Tor1aip2"
"535","Batf"
"536","Fap"
"537","Mapkapk2"
"538","Sp100"
"539","B3gnt2"
"540","Car13"
"541","Daxx"
"542","Trim30a"
"543","Ppp4r1"
"544","Tank"
"545","Cept1"
"546","Oas3"
"547","Psmd10"
"548","Gm16675"
"549","Plpp3"
"550","Usb1"
"551","Rap2c"
"552","Irgm1"
"553","H2-T10"
"554","Dnase1l3"
"555","Milr1"
"556","Arhgap28"
"557","Tgif1"
"558","Crim1"
"559","Arhgap17"
"560","Csf3"
"561","Minpp1"
"562","Gm11696"
"563","Stx11"
"564","AA467197"
"565","Morrbid"
"566","Traf2"
"567","Slfn8"
"568","Npy"
"569","Cd33"
"570","Apol9a"
"571","Ugdh"
"572","Nono"
"573","Fabp3"
"574","4932438A13Rik"
"575","Lrch1"
"576","Tmbim6"
"577","Cd40"
"578","Clint1"
"579","Rab9"
"580","Hibadh"
"581","4930599N23Rik"
"582","Socs7"
"583","Arid1a"
"584","Pdzd11"
"585","Ogfr"
"586","Anxa1"
"587","Arfip1"
"588","Kif9"
"589","Psd4"
"590","Dync1h1"
"591","Trmt61b"
"592","Gch1"
"593","Ttc39b"
"594","Rtp4"
"595","Slc25a43"
"596","Crbn"
"597","Aig1"
"598","Slamf7"
"599","Oasl2"
"600","Ch25h"
"601","Gm15354"
"602","Smim13"
"603","Dennd1a"
"604","Oas1g"
"605","Dleu2"
"606","Nkiras1"
"607","Slc30a1"
"608","Aebp1"
"609","Bmi1"
"610","Nub1"
"611","Ap3s1"
"612","Selenot"
"613","2610002M06Rik"
"614","Tap1"
"615","4930512H18Rik"
"616","Lacc1"
"617","St7"
"618","Atad2b"
"619","Etohd2"
"620","Wdr43"
"621","Pigv"
"622","Kyat3"
"623","Stk40"
"624","Sptbn2"
"625","Ifnb1"
"626","Cd300e"
"627","Kcna3"
"628","C1ra"
"629","Pla2r1"
"630","Tmem184b"
"631","Tmem243"
"632","Pecam1"
"633","Prss46"
"634","Klra2"
"635","Anxa6"
"636","Ankle2"
"637","Naip6"
"638","Tasl"
"639","Ddx58"
"640","Nampt"
"641","Tm2d1"
"642","Rcn1"
"643","Tnfrsf8"
"644","Casp4"
"645","Tmem176a"
"646","Oas2"
"647","Tmed5"
"648","Rfx5"
"649","Lgals8"
"650","Tut7"
"651","Scfd1"
"652","Ankib1"
"653","Psen1"
"654","Gk"
"655","Hspa5"
"656","Usp42"
"657","Ctsz"
"658","Nln"
"659","Tmem140"
"660","Il12rb1"
"661","Oas1b"
"662","Gpc1"
"663","Fmr1"
"664","Stat1"
"665","Slfn5"
"666","Phf6"
"667","Gpd2"
"668","Tmod3"
"669","Bicra"
"670","Rnf213"
"671","Lrrc8c"
"672","Pxk"
"673","Spic"
"674","Ccdc86"
"675","Palld"
"676","Ifit1bl2"
"677","Il4ra"
"678","Tyw5"
"679","Arhgdib"
"680","Zfp583"
"681","Ly6e"
"682","Adam33"
"683","Sav1"
"684","Lrp11"
"685","2310001H17Rik"
"686","Tlr7"
"687","Htra4"
"688","Dync1i2"
"689","Phf11c"
"690","Trim12c"
"691","H2-M3"
"692","Gm20290"
"693","Dyrk2"
"694","Arpc5"
"695","Cd302"
"696","E330033B04Rik"
"697","Tmem170b"
"698","Rsrp1"
"699","Taf7"
"700","Agfg1"
"701","Stoml1"
"702","Them4"
"703","Il10"
"704","Synj1"
"705","Tes"
"706","Prr5l"
"707","Cd55"
"708","Mid1"
"709","Ppp1r15b"
"710","Arf4"
"711","Elp5"
"712","Mmp2"
"713","Rcl1"
"714","Il13ra1"
"715","Gas7"
"716","Myd88"
"717","Grina"
"718","Ms4a7"
"719","Notch2"
"720","Sgk3"
"721","Camkk2"
"722","Taok3"
"723","Gm7160"
"724","Dcp2"
"725","Zfp281"
"726","Il12b"
"727","Clec1a"
"728","Tnfsf8"
"729","Ppp3r1"
"730","Cmtm6"
"731","Cab39l"
"732","Zc2hc1a"
"733","Trim56"
"734","Tstd1"
"735","Ddhd1"
"736","Prkx"
"737","Setdb2"
"738","Map3k8"
"739","Elf1"
"740","Zscan29"
"741","Arfgef1"
"742","Rab33b"
"743","Scarf1"
"744","Ubtd1"
"745","Diaph2"
"746","Fam72a"
"747","Psme1"
"748","Pikfyve"
"749","Rab2b"
"750","Pik3cd"
"751","Fcgr1"
"752","Ints9"
"753","Ghitm"
"754","Cnbd2"
"755","Pdcd10"
"756","Gpr31b"
"757","Snap23"
"758","Katna1"
"759","Clec4n"
"760","Gm10388"
"761","Mpp1"
"762","Gsdmd"
"763","Ddx19b"
"764","Cnppd1"
"765","Arhgap26"
"766","Akap12"
"767","Snx20"
"768","Tdrd7"
"769","Ttc9c"
"770","Klhl18"
"771","Src"
"772","Abracl"
"773","Ppic"
"774","Noct"
"775","Dtwd1"
"776","Trim14"
"777","Rnf135"
