"","x"
"451","Swap70"
"452","Gm19327"
"453","Mmp2"
"454","Gys1"
"455","Wdr81"
"456","Usp53"
"457","Rlf"
"458","Maff"
"459","Spg11"
"460","Pim2"
"461","Ubxn7"
"462","Dbt"
"463","Fbxo40"
"464","Gpr137b"
"465","Gprc5c"
"466","Ppfibp1"
"467","Pnpla2"
"468","4930579G18Rik"
"469","Phtf1os"
"470","Slc4a7"
"471","Ccnl2"
"472","Rasgef1b"
"473","Nfe2l2"
"474","Fbrsl1"
"475","Trerf1"
"476","Tpm4"
"477","Zfp467"
"478","Acvrl1"
