"","x"
"240","Smim6"
"241","Hipk2"
"242","Igsf9"
"243","Hdac7"
"244","Igf2r"
"245","Gm10521"
"246","Gm19327"
"247","Gm10847"
"248","Kdm4b"
"249","Nbeal1"
"250","C2cd3"
"251","Adra1a"
"252","Map10"
"253","AU022793"
"254","Cic"
"255","Prr14l"
"256","Napb"
"257","Gatad2b"
"258","Gcnt7"
"259","Fnbp4"
"260","Fblim1"
"261","Myof"
"262","Asxl2"
"263","Spen"
"264","Gm20169"
"265","Kcnh4"
"266","Mir3064"
"267","Mtmr12"
"268","Atf7"
"269","Ambra1"
"270","Rfx1"
"271","Spg11"
"272","Tlr9"
"273","Gns"
"274","Unc5a"
"275","Rest"
"276","Ep400"
"277","Brwd3"
"278","Cx3cl1"
"279","Ptchd1"
"280","Ap3d1"
"281","Ep300"
"282","Rrbp1"
"283","Arhgap31"
"284","Mast4"
"285","Htra4"
"286","Map3k12"
"287","Pik3ap1"
"288","Med12"
"289","Nr2c2"
"290","Tnfrsf11a"
"291","Il12rb2"
"292","Plekhm2"
"293","Setd1b"
"294","Smg1"
"295","4933431G14Rik"
"296","Nktr"
"297","Ptpn23"
"298","Lpp"
"299","Eya4"
"300","A930013F10Rik"
"301","Atg2a"
"302","Togaram1"
"303","Plcxd2"
"304","Dock6"
"305","Smim38"
"306","Mink1"
"307","Tgm2"
"308","Dop1b"
"309","Rreb1"
"310","Dpep3"
"311","Stxbp1"
"312","Usp54"
"313","Lyst"
"314","Eno2"
"315","Ranbp2"
"316","Dgat2"
"317","Wnk1"
"318","Ankib1"
"319","Ssh1"
"320","Mtss1"
"321","Ap3b1"
"322","Ash1l"
"323","Pkn1"
"324","Nnat"
"325","Epb41l1"
"326","Atf7ip"
"327","Gm4673"
"328","Zfc3h1"
"329","Sh3bp1"
"330","Ctnnd2"
"331","Stra6l"
"332","Ptpn22"
"333","Nol4l"
"334","Spaca6"
"335","Efhd2"
"336","Hpse"
"337","Apbb2"
"338","Bcl2l11"
"339","Flrt2"
"340","Rap1b"
"341","Syvn1"
"342","Zswim4"
"343","Gm15628"
"344","Atp8a1"
"345","Plpp3"
"346","Slc26a2"
"347","Fxyd4"
"348","Zhx2"
"349","Cgas"
"350","Rnf111"
"351","Dnmt3a"
"352","Dock8"
"353","Dnmt3aos"
"354","Kat6a"
"355","Ppp4r1l-ps"
"356","Bag3"
"357","Mtmr11"
"358","Gm10388"
"359","Ralgds"
"360","Fam53c"
"361","Pfkfb3"
"362","Plxna2"
"363","Gch1"
"364","Gnptab"
"365","Tle2"
"366","Triobp"
"367","Golgb1"
"368","Tmem104"
"369","Cds2"
"370","Cep95"
"371","Sap130"
"372","Clip1"
"373","Utrn"
"374","Dennd1a"
"375","Trim65"
"376","Igf2bp3"
"377","Kdr"
"378","Pvr"
"379","Vwf"
"380","C920021L13Rik"
"381","Gpatch8"
"382","Wdfy2"
"383","Ldlr"
"384","Armc7"
"385","Cpeb4"
"386","Mcur1"
"387","Basp1"
"388","Zfp263"
"389","Slc5a3"
"390","Col11a2"
"391","Abtb2"
"392","Jak3"
"393","Rnf214"
"394","Slc18a2"
